title,location,industry,skills,skill_categories,description,min_salary,max_salary,med_salary
Senior Supply Chain Analyst,San Francisco,Education,"['Project Management', 'Agile Methodologies', 'Business Development', 'Customer Service', 'React']","['Software Engineering', 'Product & Management', 'Business']","Exciting opportunity for a Senior Supply Chain Analyst in San Francisco. Our Education division is expanding and needs someone skilled in Project Management, Agile Methodologies, Business Development, Customer Service and React. Competitive salary and comprehensive benefits package. Strong background in Software Engineering and Product & Management and Business is essential.",172788.44,273958.63,223373.535
Senior Project Manager,New York,Finance,"['UX Design', 'UI Design', 'Transportation Planning']","['Design', 'Operations']","Join our growing Finance company as a Senior Project Manager. Required technical skills: UX Design, UI Design and Transportation Planning. Position located in New York with excellent benefits. Strong background in Design and Operations is essential.",189527.28,307834.77,248681.02500000002
Lead Financial Analyst,New York,Manufacturing,"['Python', 'SQL', 'Risk Management', 'React']","['Software Engineering', 'Product & Management']","Join our growing Manufacturing company as a Lead Financial Analyst. Required technical skills: Python, SQL, Risk Management and React. Position located in New York with excellent benefits. Expert knowledge of Software Engineering and Product & Management is required.",248111.16,341700.28,294905.72000000003
Executive Customer Success Manager,Chicago,Real Estate,"['Machine Learning', 'Agile Methodologies', 'Kanban', 'Data Analysis', 'Risk Management']","['Data & AI', 'Product & Management']","We are seeking a Executive Customer Success Manager to join our Real Estate team. The ideal candidate will have experience with Machine Learning, Agile Methodologies, Kanban, Data Analysis and Risk Management. This position is based in Chicago and offers competitive compensation. Expert knowledge of Data & AI and Product & Management is required.",299105.88,559723.04,429414.46
Lead Project Manager,New York,Finance,"['EHR Systems', 'Java', 'UI Design', 'Logistics', 'React']","['Software Engineering', 'Design', 'Healthcare', 'Operations']","Join our growing Finance company as a Lead Project Manager. Required technical skills: EHR Systems, Java, UI Design, Logistics and React. Position located in New York with excellent benefits. Strong background in Software Engineering and Design and Healthcare and Operations is essential.",311274.83,455742.8,383508.815
Executive Product Manager,San Francisco,Hospitality,"['AWS', 'Python', 'Node.js', 'SQL', 'React']",['Software Engineering'],"Exciting opportunity for a Executive Product Manager in San Francisco. Our Hospitality division is expanding and needs someone skilled in AWS, Python, Node.js, SQL and React. Competitive salary and comprehensive benefits package. This role focuses on Software Engineering skills.",325147.78,554633.86,439890.82
Mid Level UX Designer,San Francisco,Hospitality,"['Kanban', 'Agile Methodologies', 'Risk Management', 'UI Design']","['Product & Management', 'Design']","Join our growing Hospitality company as a Mid Level UX Designer. Required technical skills: Kanban, Agile Methodologies, Risk Management and UI Design. Position located in San Francisco with excellent benefits. This role focuses on Product & Management and Design skills.",115408.95,172897.78,144153.365
Executive Customer Success Manager,Chicago,Technology,"['Logistics', 'AWS', 'Docker', 'Transportation Planning', 'Business Development', 'Retail Sales']","['Software Engineering', 'Operations', 'Business']","We are seeking a Executive Customer Success Manager to join our Technology team. The ideal candidate will have experience with Logistics, AWS, Docker, Transportation Planning, Business Development and Retail Sales. This position is based in Chicago and offers competitive compensation. This role focuses on Software Engineering and Operations and Business skills.",405823.35,654513.31,530168.3300000001
Executive Quality Assurance Engineer,Seattle,Hospitality,"['Java', 'Transportation Planning', 'AWS', 'React', 'Docker', 'SQL']","['Software Engineering', 'Operations']","Join our growing Hospitality company as a Executive Quality Assurance Engineer. Required technical skills: Java, Transportation Planning, AWS, React, Docker and SQL. Position located in Seattle with excellent benefits. This role focuses on Software Engineering and Operations skills.",276725.47,519121.23,397923.35
Executive Business Analyst,Austin,Healthcare,"['Kanban', 'Agile Methodologies', 'Investment Banking', 'Scrum', 'Equity Research']","['Product & Management', 'Finance']","We are seeking a Executive Business Analyst to join our Healthcare team. The ideal candidate will have experience with Kanban, Agile Methodologies, Investment Banking, Scrum and Equity Research. This position is based in Austin and offers competitive compensation. Strong background in Product & Management and Finance is essential.",266113.59,483087.1,374600.345
Executive Customer Success Manager,New York,Manufacturing,"['Docker', 'Risk Management', 'AWS', 'Marketing Strategy', 'EHR Systems', 'Scrum']","['Software Engineering', 'Product & Management', 'Healthcare', 'Business']","Join our growing Manufacturing company as a Executive Customer Success Manager. Required technical skills: Docker, Risk Management, AWS, Marketing Strategy, EHR Systems and Scrum. Position located in New York with excellent benefits. This role focuses on Software Engineering and Product & Management and Healthcare and Business skills.",346756.21,611838.78,479297.495
Executive Data Scientist,Seattle,Manufacturing,"['React', 'AWS', 'Python', 'SQL']",['Software Engineering'],"Join our growing Manufacturing company as a Executive Data Scientist. Required technical skills: React, AWS, Python and SQL. Position located in Seattle with excellent benefits. This role focuses on Software Engineering skills.",299665.38,522780.72,411223.05
Mid Level HR Generalist,Seattle,Education,"['Scrum', 'Project Management', 'Machine Learning', 'UI Design', 'Kanban']","['Data & AI', 'Product & Management', 'Design']","Exciting opportunity for a Mid Level HR Generalist in Seattle. Our Education division is expanding and needs someone skilled in Scrum, Project Management, Machine Learning, UI Design and Kanban. Competitive salary and comprehensive benefits package. Expert knowledge of Data & AI and Product & Management and Design is required.",104807.74,158232.09,131519.915
Entry Level Customer Success Manager,Seattle,Healthcare,"['Risk Management', 'Manufacturing Processes', 'Project Management', 'Transportation Planning']","['Product & Management', 'Operations']","Exciting opportunity for a Entry Level Customer Success Manager in Seattle. Our Healthcare division is expanding and needs someone skilled in Risk Management, Manufacturing Processes, Project Management and Transportation Planning. Competitive salary and comprehensive benefits package. Strong background in Product & Management and Operations is essential.",71319.6,117722.98,94521.29000000001
Entry Level Operations Manager,New York,Transportation,"['UI Design', 'UX Design', 'Docker', 'React', 'SQL', 'Java']","['Software Engineering', 'Design']","We are seeking a Entry Level Operations Manager to join our Transportation team. The ideal candidate will have experience with UI Design, UX Design, Docker, React, SQL and Java. This position is based in New York and offers competitive compensation. This role focuses on Software Engineering and Design skills.",80269.14,124190.18,102229.66
Senior Sales Manager,New York,Consulting,"['Machine Learning', 'React', 'AWS', 'Python']","['Software Engineering', 'Data & AI']","We are seeking a Senior Sales Manager to join our Consulting team. The ideal candidate will have experience with Machine Learning, React, AWS and Python. This position is based in New York and offers competitive compensation. Strong background in Software Engineering and Data & AI is essential.",225040.51,352204.44,288622.475
Lead Sales Manager,New York,Transportation,"['EHR Systems', 'UX Design', 'Clinical Trials', 'Healthcare IT', 'UI Design']","['Design', 'Healthcare']","Exciting opportunity for a Lead Sales Manager in New York. Our Transportation division is expanding and needs someone skilled in EHR Systems, UX Design, Clinical Trials, Healthcare IT and UI Design. Competitive salary and comprehensive benefits package. Expert knowledge of Design and Healthcare is required.",212607.48,301085.68,256846.58000000002
